;1001_IEO_NEU_XX;N
522;1007_IWW_FEA_XX.avi;F
3901;1048_ITS_ANG_XX.avi;A
2460;1031_TIE_FEA_XX.avi;N
7041;1087_IEO_FEA_LO.avi;N
1175;1015_MTI_HAP_XX.avi;N
1764;1022_DFA_FEA_XX.avi;N
4797;1059_DFA_ANG_XX.avi;A
6232;1077_TIE_DIS_XX.avi;D
1821;1023_TAI_ANG_XX.avi;A
999;1013_IWW_HAP_XX.avi;H
4914;1061_IEO_DIS_MD.avi;D
6583;1081_MTI_FEA_XX.avi;F
2343;1029_ITS_ANG_XX.avi;A
2021;1025_TSI_ANG_XX.avi;A
3272;1041_IEO_FEA_HI.avi;A
4474;1055_ITS_SAD_XX.avi;F
594;1008_IOM_NEU_XX.avi;N
1637;1021_TIE_HAP_XX.avi;H
2222;1028_IWW_NEU_XX.avi;N
4708;1058_ITH_SAD_XX.avi;D
7062;1087_IWW_ANG_XX.avi;N
4393;1054_ITS_ANG_XX.avi;A
3419;1042_WSI_HAP_XX.avi;N
4746;1059_IEO_FEA_LO.avi;F
6778;1083_TSI_DIS_XX.avi;D
4086;1051_IEO_SAD_HI.avi;S
3704;1046_TAI_NEU_XX.avi;N
5372;1066_DFA_FEA_XX.avi;N
3146;1039_IWL_FEA_XX.avi;S
4971;1061_TSI_HAP_XX.avi;H
2023;1025_TSI_DIS_XX.avi;D
5729;1071_IEO_ANG_HI.avi;A
598;1008_IOM_FEA_XX.avi;F
4042;1050_MTI_FEA_XX.avi;A
4022;1050_IOM_SAD_XX.avi;N
1949;1025_IEO_HAP_LO.avi;H
3887;1048_ITH_HAP_XX.avi;H
5799;1071_WSI_ANG_XX.avi;A
4960;1061_DFA_SAD_XX.avi;N
1696;1021_WSI_NEU_XX.avi;N
6733;1083_IWW_SAD_XX.avi;S
4823;1060_IEO_SAD_MD.avi;S
4213;1052_IWL_DIS_XX.avi;F
5962;1073_WSI_SAD_XX.avi;N
1207;1015_TSI_ANG_XX.avi;A
3736;1046_ITS_SAD_XX.avi;N
3276;1041_TIE_NEU_XX.avi;N
3384;1042_MTI_SAD_XX.avi;N
1396;1018_TIE_NEU_XX.avi;N
857;1011_IWL_DIS_XX.avi;D
2158;1027_IWL_NEU_XX.avi;N
6317;1078_IOM_SAD_XX.avi;S
2737;1034_IWL_DIS_XX.avi;N
5183;1064_TAI_ANG_XX.avi;A
3430;1043_IEO_SAD_HI.avi;S
2064;1026_TAI_NEU_XX.avi;N
27;1001_IWW_NEU_XX.avi;N
3964;1049_IWL_SAD_XX.avi;N
4940;1061_MTI_NEU_XX.avi;N
3061;1038_IWL_HAP_XX.avi;H
5618;1069_DFA_FEA_XX.avi;F
3085;1038_TSI_HAP_XX.avi;H
2072;1026_MTI_SAD_XX.avi;N
6418;1079_MTI_ANG_XX.avi;A
3961;1049_MTI_DIS_XX.avi;A
2092;1026_DFA_FEA_XX.avi;F
6133;1076_IEO_HAP_HI.avi;H
630;1008_DFA_NEU_XX.avi;N
5662;1070_IOM_SAD_XX.avi;N
4660;1058_IEO_SAD_HI.avi;S
5896;1073_IEO_FEA_HI.avi;F
4139;1051_DFA_HAP_XX.avi;H
9;1001_IEO_FEA_LO.avi;F
4559;1056_ITS_DIS_XX.avi;F
7427;1091_ITS_FEA_XX.avi;F
4964;1061_ITS_NEU_XX.avi;N
2624;1033_TIE_FEA_XX.avi;F
4415;1055_IEO_ANG_LO.avi;N
3351;1042_IEO_ANG_HI.avi;A
2153;1027_MTI_HAP_XX.avi;H
4151;1051_TSI_HAP_XX.avi;H
4668;1058_IEO_DIS_MD.avi;S
3646;1045_DFA_NEU_XX.avi;N
7081;1087_IWL_FEA_XX.avi;N
1375;1017_WSI_HAP_XX.avi;H
591;1008_TIE_ANG_XX.avi;A
5397;1067_IEO_SAD_MD.avi;F
706;1009_ITS_NEU_XX.avi;N
710;1009_ITS_FEA_XX.avi;F
1648;1021_IWW_NEU_XX.avi;N
5252;1065_IOM_SAD_XX.avi;N
3289;1041_IWW_HAP_XX.avi;H
5357;1066_IWL_HAP_XX.avi;H
3217;1040_TAI_DIS_XX.avi;S
6538;1080_WSI_DIS_XX.avi;D
3253;1040_TSI_DIS_XX.avi;S
1332;1017_TAI_NEU_XX.avi;N
5531;1068_ITH_DIS_XX.avi;D
1434;1018_ITH_SAD_XX.avi;N
5495;1068_TIE_DIS_XX.avi;S
464;1006_ITH_FEA_XX.avi;S
6700;1082_WSI_ANG_XX.avi;A
1617;1020_WSI_ANG_XX.avi;A
274;1004_IWW_SAD_XX.avi;S
3158;1039_DFA_FEA_XX.avi;F
349;1005_IOM_HAP_XX.avi;H
5270;1065_MTI_SAD_XX.avi;N
1189;1015_ITH_ANG_XX.avi;A
3724;1046_ITH_SAD_XX.avi;N
642;1008_TSI_NEU_XX.avi;N
4119;1051_TAI_DIS_XX.avi;S
6890;1085_IOM_HAP_XX.avi;H
5150;1064_IEO_SAD_LO.avi;N
6443;1079_ITS_FEA_XX.avi;F
1026;1013_ITH_FEA_XX.avi;F
4481;1055_TSI_ANG_XX.avi;D
1628;1021_IEO_ANG_MD.avi;N
1400;1018_TIE_FEA_XX.avi;F
1361;1017_DFA_DIS_XX.avi;A
1052;1014_IEO_NEU_XX.avi;N
6769;1083_ITS_SAD_XX.avi;S
6891;1085_IOM_SAD_XX.avi;N
2774;1035_IEO_SAD_HI.avi;N
2314;1029_TAI_FEA_XX.avi;F
4777;1059_MTI_HAP_XX.avi;H
3105;1039_IEO_ANG_HI.avi;A
1188;1015_ITH_SAD_XX.avi;S
51;1001_ITH_NEU_XX.avi;N
6328;1078_TAI_HAP_XX.avi;H
4073;1050_TSI_DIS_XX.avi;A
1004;1013_TAI_NEU_XX.avi;N
6933;1085_ITS_SAD_XX.avi;D
1050;1013_WSI_FEA_XX.avi;N
2805;1035_TAI_ANG_XX.avi;A
3968;1049_ITH_NEU_XX.avi;N
7119;1088_IEO_SAD_HI.avi;N
5337;1066_IOM_DIS_XX.avi;S
3495;1043_TSI_HAP_XX.avi;H
3814;1047_DFA_FEA_XX.avi;F
3799;1047_IWL_HAP_XX.avi;H
7377;1091_TIE_SAD_XX.avi;N
3845;1048_IEO_FEA_MD.avi;F
4402;1054_WSI_NEU_XX.avi;N
4372;1054_IWL_NEU_XX.avi;N
4352;1054_IOM_FEA_XX.avi;F
7340;1090_DFA_DIS_XX.avi;D
7313;1090_TAI_SAD_XX.avi;N
4211;1052_IWL_ANG_XX.avi;A
4531;1056_MTI_HAP_XX.avi;H
499;1007_IEO_ANG_HI.avi;A
494;1007_IEO_SAD_LO.avi;N
4676;1058_IOM_NEU_XX.avi;N
3788;1047_TAI_SAD_XX.avi;N
5642;1070_IEO_SAD_LO.avi;N
566;1007_WSI_NEU_XX.avi;N
4773;1059_TAI_ANG_XX.avi;A
4007;1050_IEO_ANG_HI.avi;A
3043;1038_IWW_HAP_XX.avi;H
2005;1025_ITH_DIS_XX.avi;D
1857;1023_TSI_ANG_XX.avi;A
3420;1042_WSI_SAD_XX.avi;D
705;1009_DFA_DIS_XX.avi;S
5317;1066_IEO_ANG_LO.avi;N
3247;1040_ITS_DIS_XX.avi;S
5090;1063_IOM_FEA_XX.avi;F
824;1011_TIE_SAD_XX.avi;N
5427;1067_TAI_HAP_XX.avi;H
7175;1088_DFA_FEA_XX.avi;N
2657;1033_ITH_HAP_XX.avi;H
2621;1033_TIE_HAP_XX.avi;H
923;1012_TAI_HAP_XX.avi;H
5033;1062_IWL_DIS_XX.avi;S
843;1011_TAI_ANG_XX.avi;A
1721;1022_TIE_ANG_XX.avi;A
3712;1046_MTI_SAD_XX.avi;N
407;1005_WSI_DIS_XX.avi;D
6380;1079_IEO_SAD_MD.avi;N
201;1003_TAI_DIS_XX.avi;S
3739;1046_ITS_DIS_XX.avi;D
7359;1091_IEO_NEU_XX.avi;N
4832;1060_IEO_DIS_MD.avi;D
3754;1047_IEO_HAP_MD.avi;H
212;1003_IWL_FEA_XX.avi;S
4584;1057_IEO_FEA_HI.avi;F
3972;1049_ITH_FEA_XX.avi;F
7042;1087_IEO_FEA_MD.avi;F
2927;1036_WSI_HAP_XX.avi;H
67;1001_ITS_FEA_XX.avi;F
835;1011_IWW_HAP_XX.avi;H
5415;1067_IOM_HAP_XX.avi;H
4085;1051_IEO_SAD_MD.avi;N
5069;1063_IEO_SAD_MD.avi;S
3037;1038_IOM_HAP_XX.avi;H
6818;1084_IWW_DIS_XX.avi;D
4128;1051_IWL_SAD_XX.avi;N
6351;1078_DFA_NEU_XX.avi;N
2978;1037_IWL_NEU_XX.avi;N
4808;1059_TSI_SAD_XX.avi;S
2854;1036_IEO_SAD_LO.avi;N
3432;1043_IEO_ANG_MD.avi;N
1765;1022_DFA_DIS_XX.avi;D
11;1001_IEO_FEA_HI.avi;F
3994;1049_WSI_SAD_XX.avi;N
4844;1060_IOM_FEA_XX.avi;N
3372;1042_IWW_SAD_XX.avi;S
3947;1049_IWW_ANG_XX.avi;A
1065;1014_IEO_DIS_LO.avi;D
3843;1048_IEO_ANG_HI.avi;A
2771;1035_IEO_HAP_HI.avi;H
1871;1024_IEO_SAD_MD.avi;S
559;1007_ITS_DIS_XX.avi;D
5517;1068_MTI_ANG_XX.avi;D
433;1006_IOM_ANG_XX.avi;A
5160;1064_IEO_DIS_MD.avi;S
5147;1064_IEO_HAP_LO.avi;H
6566;1081_IOM_DIS_XX.avi;D
2141;1027_IWW_HAP_XX.avi;H
7358;1090_WSI_DIS_XX.avi;D
5498;1068_IOM_SAD_XX.avi;D
342;1005_TIE_NEU_XX.avi;N
298;1004_ITH_SAD_XX.avi;S
5166;1064_TIE_FEA_XX.avi;F
7045;1087_IEO_DIS_MD.avi;D
7282;1090_IEO_SAD_MD.avi;N
1904;1024_TAI_FEA_XX.avi;N
1544;1020_IEO_SAD_HI.avi;S
1790;1023_IEO_SAD_HI.avi;N
3355;1042_IEO_DIS_LO.avi;D
3188;1040_IEO_FEA_LO.avi;N
4257;1053_IEO_DIS_LO.avi;D
5579;1069_IOM_HAP_XX.avi;H
1976;1025_IWW_NEU_XX.avi;N
114;1002_TAI_NEU_XX.avi;N
2078;1026_IWL_SAD_XX.avi;S
4118;1051_TAI_FEA_XX.avi;F
3254;1040_WSI_NEU_XX.avi;N
429;1006_TIE_DIS_XX.avi;D
3214;1040_TAI_SAD_XX.avi;N
3478;1043_ITH_SAD_XX.avi;S
1575;1020_TAI_ANG_XX.avi;A
4345;1054_TIE_ANG_XX.avi;A
3930;1049_IEO_DIS_MD.avi;S
5967;1074_IEO_HAP_LO.avi;H
3765;1047_IEO_DIS_LO.avi;D
4675;1058_TIE_DIS_XX.avi;D
1147;1015_IEO_DIS_LO.avi;D
4609;1057_TAI_ANG_XX.avi;A
2919;1036_ITS_DIS_XX.avi;D
1731;1022_IWW_HAP_XX.avi;H
2070;1026_MTI_NEU_XX.avi;N
4861;1060_MTI_ANG_XX.avi;D
1798;1023_IEO_DIS_MD.avi;D
2756;1034_TSI_NEU_XX.avi;S
4473;1055_ITS_HAP_XX.avi;H
7114;1088_IEO_HAP_LO.avi;H
4404;1054_WSI_SAD_XX.avi;N
310;1004_ITS_SAD_XX.avi;S
6709;1083_IEO_SAD_HI.avi;S
3581;1044_TSI_DIS_XX.avi;F
6825;1084_MTI_NEU_XX.avi;N
6724;1083_TIE_DIS_XX.avi;D
1210;1015_WSI_NEU_XX.avi;H
3467;1043_MTI_ANG_XX.avi;D
4448;1055_MTI_NEU_XX.avi;N
7085;1087_ITH_SAD_XX.avi;S
7117;1088_IEO_SAD_LO.avi;N
7072;1087_MTI_HAP_XX.avi;H
1787;1023_IEO_HAP_HI.avi;H
7137;1088_IOM_SAD_XX.avi;N
6514;1080_ITH_DIS_XX.avi;D
6539;1081_IEO_NEU_XX.avi;N
5300;1065_TSI_SAD_XX.avi;N
5804;1072_IEO_HAP_MD.avi;H
2176;1027_ITS_NEU_XX.avi;N
925;1012_TAI_ANG_XX.avi;N
6565;1081_IOM_FEA_XX.avi;N
5107;1063_MTI_ANG_XX.avi;D
1828;1023_MTI_FEA_XX.avi;D
1353;1017_ITH_ANG_XX.avi;A
5425;1067_IWW_DIS_XX.avi;D
2948;1037_TIE_NEU_XX.avi;N
3941;1049_IOM_ANG_XX.avi;A
2422;1030_ITS_NEU_XX.avi;N
767;1010_MTI_ANG_XX.avi;A
4034;1050_TAI_SAD_XX.avi;S
4117;1051_TAI_ANG_XX.avi;A
2184;1027_TSI_SAD_XX.avi;S
5746;1071_IOM_FEA_XX.avi;N
4204;1052_MTI_SAD_XX.avi;F
5637;1069_WSI_DIS_XX.avi;D
1206;1015_TSI_SAD_XX.avi;N
6054;1075_IEO_SAD_HI.avi;S
247;1004_IEO_HAP_HI.avi;H
4843;1060_IOM_ANG_XX.avi;A
6402;1079_IOM_DIS_XX.avi;D
5943;1073_DFA_HAP_XX.avi;H
871;1011_ITS_HAP_XX.avi;H
1592;1020_ITH_SAD_XX.avi;S
5559;1069_IEO_HAP_HI.avi;H
700;1009_DFA_NEU_XX.avi;N
145;1002_ITS_HAP_XX.avi;H
6780;1083_WSI_HAP_XX.avi;H
860;1011_ITH_SAD_XX.avi;S
5925;1073_MTI_HAP_XX.avi;H
3923;1049_IEO_ANG_LO.avi;H
6441;1079_ITS_SAD_XX.avi;N
3321;1041_DFA_ANG_XX.avi;A
6710;1083_IEO_ANG_LO.avi;A
4140;1051_DFA_SAD_XX.avi;N
5648;1070_IEO_FEA_LO.avi;N
3002;1037_TSI_NEU_XX.avi;N
3529;1044_IOM_HAP_XX.avi;H
6415;1079_MTI_NEU_XX.avi;N
6664;1082_MTI_ANG_XX.avi;A
3193;1040_IEO_DIS_HI.avi;S
5928;1073_MTI_FEA_XX.avi;S
7007;1086_DFA_NEU_XX.avi;N
185;1003_IOM_HAP_XX.avi;H
5880;1072_WSI_SAD_XX.avi;F
1875;1024_IEO_ANG_HI.avi;A
5467;1067_TSI_DIS_XX.avi;D
906;1012_TIE_SAD_XX.avi;S
4246;1053_IEO_HAP_MD.avi;H
4397;1054_TSI_HAP_XX.avi;H
4065;1050_ITS_ANG_XX.avi;A
224;1003_DFA_FEA_XX.avi;F
7144;1088_IWW_ANG_XX.avi;A
6120;1075_TSI_SAD_XX.avi;S
4168;1052_IEO_SAD_HI.avi;N
4545;1056_ITH_ANG_XX.avi;D
1391;1018_IEO_FEA_MD.avi;N
7246;1089_IWL_DIS_XX.avi;D
6790;1084_IEO_SAD_MD.avi;S
4229;1052_ITS_ANG_XX.avi;A
6276;1077_ITS_HAP_XX.avi;H
1256;1016_MTI_NEU_XX.avi;N
418;1006_IEO_FEA_LO.avi;N
411;1006_IEO_HAP_HI.avi;H
2386;1030_IWW_NEU_XX.avi;N
3371;1042_IWW_HAP_XX.avi;H
4494;1056_IEO_SAD_LO.avi;D
1472;1019_IEO_FEA_LO.avi;N
5814;1072_IEO_FEA_HI.avi;F
1610;1020_TSI_SAD_XX.avi;S
2827;1035_DFA_HAP_XX.avi;H
6532;1080_TSI_DIS_XX.avi;D
188;1003_IOM_FEA_XX.avi;F
30;1001_IWW_ANG_XX.avi;A
481;1006_TSI_ANG_XX.avi;A
3979;1049_DFA_DIS_XX.avi;F
4650;1057_WSI_SAD_XX.avi;N
3903;1048_ITS_DIS_XX.avi;D
6396;1079_TIE_DIS_XX.avi;D
4695;1058_MTI_HAP_XX.avi;H
1724;1022_IOM_NEU_XX.avi;N
6569;1081_IWW_SAD_XX.avi;N
1751;1022_IWL_ANG_XX.avi;A
2019;1025_TSI_HAP_XX.avi;H
183;1003_TIE_DIS_XX.avi;F
781;1010_ITH_DIS_XX.avi;D
4378;1054_ITH_NEU_XX.avi;N
6623;1082_IEO_HAP_MD.avi;H
996;1013_IOM_FEA_XX.avi;F
5409;1067_TIE_HAP_XX.avi;H
1070;1014_TIE_SAD_XX.avi;N
4001;1050_IEO_HAP_HI.avi;H
1254;1016_TAI_FEA_XX.avi;F
1733;1022_IWW_ANG_XX.avi;D
470;1006_DFA_FEA_XX.avi;N
2707;1034_TIE_DIS_XX.avi;S
1234;1016_TIE_SAD_XX.avi;D
782;1010_DFA_NEU_XX.avi;N
328;1005_IEO_HAP_MD.avi;H
4169;1052_IEO_ANG_LO.avi;N
5986;1074_TIE_FEA_XX.avi;S
6378;1079_IEO_HAP_HI.avi;H
2300;1029_IOM_SAD_XX.avi;S
6295;1078_IEO_HAP_MD.avi;H
227;1003_ITS_HAP_XX.avi;H
5773;1071_ITH_HAP_XX.avi;N
6925;1085_DFA_NEU_XX.avi;N
3344;1042_IEO_HAP_MD.avi;H
2350;1029_TSI_FEA_XX.avi;F
2716;1034_IWW_SAD_XX.avi;N
5110;1063_IWL_NEU_XX.avi;N
1046;1013_WSI_NEU_XX.avi;N
3223;1040_MTI_DIS_XX.avi;S
3163;1039_ITS_ANG_XX.avi;A
1308;1017_IEO_FEA_LO.avi;N
677;1009_IWW_HAP_XX.avi;H
3981;1049_ITS_HAP_XX.avi;H
1837;1023_ITH_HAP_XX.avi;H
6620;1081_WSI_DIS_XX.avi;D
2833;1035_ITS_HAP_XX.avi;H
3795;1047_MTI_ANG_XX.avi;A
721;1009_WSI_ANG_XX.avi;A
5039;1062_ITH_DIS_XX.avi;S
109;1002_IWW_HAP_XX.avi;H
5689;1070_IWL_DIS_XX.avi;D
3082;1038_ITS_FEA_XX.avi;F
4760;1059_IOM_SAD_XX.avi;S
7204;1089_IEO_ANG_HI.avi;A
6471;1080_IEO_DIS_MD.avi;D
5423;1067_IWW_ANG_XX.avi;D
2966;1037_TAI_NEU_XX.avi;N
4439;1055_IWW_ANG_XX.avi;D
6897;1085_IWW_SAD_XX.avi;N
4813;1059_WSI_HAP_XX.avi;H
2470;1031_IWW_SAD_XX.avi;N
6767;1083_ITS_NEU_XX.avi;N
319;1004_TSI_DIS_XX.avi;S
2765;1034_WSI_ANG_XX.avi;A
5686;1070_IWL_SAD_XX.avi;N
373;1005_IWL_HAP_XX.avi;H
2652;1033_IWL_SAD_XX.avi;N
4671;1058_TIE_HAP_XX.avi;H
2689;1034_IEO_HAP_HI.avi;H
1261;1016_MTI_DIS_XX.avi;D
1468;1019_IEO_SAD_HI.avi;N
964;1012_WSI_NEU_XX.avi;N
3150;1039_ITH_SAD_XX.avi;S
2045;1026_IEO_DIS_HI.avi;D
480;1006_TSI_SAD_XX.avi;S
5832;1072_IWW_SAD_XX.avi;F
1032;1013_DFA_FEA_XX.avi;F
5109;1063_MTI_DIS_XX.avi;S
6430;1079_ITH_ANG_XX.avi;D
5186;1064_MTI_NEU_XX.avi;N
1129;1014_WSI_HAP_XX.avi;H
3427;1043_IEO_HAP_HI.avi;H
2138;1027_IOM_FEA_XX.avi;N
1454;1018_TSI_FEA_XX.avi;F
1997;1025_IWL_ANG_XX.avi;A
5054;1062_TSI_SAD_XX.avi;N
2577;1032_ITH_ANG_XX.avi;D
842;1011_TAI_SAD_XX.avi;S
5739;1071_TIE_ANG_XX.avi;A
6293;1078_IEO_NEU_XX.avi;N
2123;1027_IEO_FEA_MD.avi;N
1701;1021_WSI_DIS_XX.avi;S
2709;1034_IOM_HAP_XX.avi;H
490;1007_IEO_NEU_XX.avi;N
3148;1039_ITH_NEU_XX.avi;N
3210;1040_IWW_FEA_XX.avi;F
5688;1070_IWL_FEA_XX.avi;N
2670;1033_ITS_SAD_XX.avi;N
756;1010_IWW_FEA_XX.avi;N
1287;1016_TSI_HAP_XX.avi;H
1964;1025_TIE_NEU_XX.avi;N
6654;1082_IWW_DIS_XX.avi;D
5905;1073_TIE_DIS_XX.avi;S
3241;1040_DFA_DIS_XX.avi;S
3255;1040_WSI_HAP_XX.avi;H
2822;1035_ITH_SAD_XX.avi;N
5470;1067_WSI_SAD_XX.avi;N
7065;1087_TAI_NEU_XX.avi;N
61;1001_DFA_FEA_XX.avi;D
878;1011_TSI_SAD_XX.avi;N
5130;1063_ITS_SAD_XX.avi;S
7000;1086_IWL_DIS_XX.avi;D
3312;1041_ITH_NEU_XX.avi;N
2969;1037_TAI_ANG_XX.avi;A
2047;1026_TIE_HAP_XX.avi;H
4084;1051_IEO_SAD_LO.avi;N
1676;1021_ITH_FEA_XX.avi;F
1897;1024_IWW_ANG_XX.avi;D
5854;1072_ITH_NEU_XX.avi;N
4182;1052_TIE_FEA_XX.avi;F
3591;1045_IEO_HAP_HI.avi;H
6228;1077_TIE_HAP_XX.avi;H
4208;1052_IWL_NEU_XX.avi;N
1937;1024_TSI_HAP_XX.avi;H
35;1001_TAI_SAD_XX.avi;S
3538;1044_IWW_FEA_XX.avi;F
3291;1041_IWW_ANG_XX.avi;A
7392;1091_IWW_DIS_XX.avi;S
7066;1087_TAI_HAP_XX.avi;H
6822;1084_TAI_ANG_XX.avi;D
6749;1083_IWL_NEU_XX.avi;S
4573;1057_IEO_HAP_LO.avi;H
7022;1086_TSI_ANG_XX.avi;D
5092;1063_IWW_NEU_XX.avi;N
917;1012_IWW_HAP_XX.avi;H
6883;1085_TIE_NEU_XX.avi;N
1986;1025_TAI_FEA_XX.avi;F
4511;1056_TIE_DIS_XX.avi;S
4038;1050_MTI_NEU_XX.avi;D
6537;1080_WSI_FEA_XX.avi;N
2218;1028_IOM_SAD_XX.avi;S
4587;1057_IEO_DIS_HI.avi;D
2399;1030_MTI_HAP_XX.avi;H
978;1013_IEO_ANG_MD.avi;D
2954;1037_IOM_NEU_XX.avi;N
4978;1061_WSI_SAD_XX.avi;N
7046;1087_IEO_DIS_HI.avi;D
123;1002_MTI_ANG_XX.avi;D
2879;1036_IWW_HAP_XX.avi;A
4017;1050_TIE_ANG_XX.avi;A
5874;1072_TSI_SAD_XX.avi;S
2332;1029_ITH_FEA_XX.avi;F
6758;1083_ITH_ANG_XX.avi;D
5961;1073_WSI_HAP_XX.avi;H
3102;1039_IEO_SAD_HI.avi;N
6355;1078_DFA_FEA_XX.avi;F
7068;1087_TAI_ANG_XX.avi;N
6180;1076_IWL_FEA_XX.avi;S
2983;1037_IWL_DIS_XX.avi;D
4089;1051_IEO_ANG_HI.avi;A
2594;1032_TSI_SAD_XX.avi;D
5550;1068_WSI_NEU_XX.avi;N
7169;1088_ITH_FEA_XX.avi;N
6584;1081_MTI_DIS_XX.avi;D
5215;1064_ITS_DIS_XX.avi;D
2430;1030_TSI_SAD_XX.avi;D
762;1010_TAI_FEA_XX.avi;F
1058;1014_IEO_SAD_HI.avi;N
5731;1071_IEO_FEA_MD.avi;N
3824;1047_TSI_SAD_XX.avi;F
4731;1058_WSI_HAP_XX.avi;H
4767;1059_IWW_ANG_XX.avi;A
5509;1068_TAI_HAP_XX.avi;H
1433;1018_ITH_HAP_XX.avi;H
6449;1079_TSI_FEA_XX.avi;F
3362;1042_TIE_FEA_XX.avi;F
4237;1052_TSI_DIS_XX.avi;D
2825;1035_ITH_DIS_XX.avi;D
1510;1019_IWL_SAD_XX.avi;N
165;1003_IEO_HAP_HI.avi;H
2279;1029_IEO_HAP_HI.avi;H
1125;1014_TSI_ANG_XX.avi;A
1632;1021_IEO_FEA_HI.avi;N
3530;1044_IOM_SAD_XX.avi;N
5649;1070_IEO_FEA_MD.avi;H
2819;1035_IWL_DIS_XX.avi;D
6846;1084_DFA_ANG_XX.avi;F
7141;1088_IWW_NEU_XX.avi;N
6672;1082_IWL_DIS_XX.avi;D
6085;1075_TAI_ANG_XX.avi;A
1013;1013_MTI_ANG_XX.avi;A
2155;1027_MTI_ANG_XX.avi;A
5820;1072_TIE_SAD_XX.avi;N
745;1010_TIE_DIS_XX.avi;N
5624;1069_ITS_FEA_XX.avi;F
2900;1036_IWL_FEA_XX.avi;F
4251;1053_IEO_ANG_LO.avi;N
7006;1086_ITH_DIS_XX.avi;D
1109;1014_ITH_DIS_XX.avi;D
3025;1038_IEO_FEA_MD.avi;F
3513;1044_IEO_ANG_LO.avi;A
6921;1085_ITH_SAD_XX.avi;N
4555;1056_ITS_HAP_XX.avi;H
1933;1024_ITS_ANG_XX.avi;A
3879;1048_MTI_DIS_XX.avi;D
3952;1049_TAI_SAD_XX.avi;N
3339;1041_WSI_ANG_XX.avi;A
6900;1085_IWW_DIS_XX.avi;D
2923;1036_TSI_ANG_XX.avi;A
5193;1064_IWL_HAP_XX.avi;H
6243;1077_IWW_FEA_XX.avi;A
3829;1047_WSI_HAP_XX.avi;H
5205;1064_DFA_HAP_XX.avi;H
7120;1088_IEO_ANG_LO.avi;N
5250;1065_IOM_NEU_XX.avi;N
4521;1056_IWW_ANG_XX.avi;D
5575;1069_TIE_ANG_XX.avi;A
750;1010_IOM_FEA_XX.avi;N
5657;1070_TIE_ANG_XX.avi;A
4524;1056_TAI_NEU_XX.avi;N
1965;1025_TIE_HAP_XX.avi;H
6941;1085_TSI_FEA_XX.avi;S
4239;1052_WSI_HAP_XX.avi;H
1891;1024_IOM_ANG_XX.avi;D
2720;1034_TAI_NEU_XX.avi;N
1016;1013_IWL_NEU_XX.avi;N
6008;1074_MTI_SAD_XX.avi;S
3017;1038_IEO_HAP_HI.avi;H
3886;1048_ITH_NEU_XX.avi;N
1796;1023_IEO_FEA_HI.avi;F
250;1004_IEO_SAD_HI.avi;S
6150;1076_TIE_FEA_XX.avi;N
2043;1026_IEO_DIS_LO.avi;F
3715;1046_MTI_DIS_XX.avi;S
6782;1083_WSI_ANG_XX.avi;A
4275;1053_IWW_ANG_XX.avi;A
6338;1078_MTI_DIS_XX.avi;D
7216;1089_TIE_DIS_XX.avi;D
2743;1034_ITH_DIS_XX.avi;S
4724;1058_TSI_NEU_XX.avi;N
1077;1014_IOM_ANG_XX.avi;A
4162;1052_IEO_NEU_XX.avi;N
1347;1017_IWL_ANG_XX.avi;N
59;1001_DFA_SAD_XX.avi;N
1743;1022_MTI_HAP_XX.avi;H
1212;1015_WSI_SAD_XX.avi;S
2390;1030_IWW_FEA_XX.avi;F
7051;1087_TIE_FEA_XX.avi;D
7212;1089_TIE_HAP_XX.avi;H
4111;1051_IWW_ANG_XX.avi;A
204;1003_MTI_SAD_XX.avi;N
454;1006_IWL_NEU_XX.avi;N
3916;1049_IEO_NEU_XX.avi;N
615;1008_MTI_ANG_XX.avi;A
6543;1081_IEO_SAD_LO.avi;N
6548;1081_IEO_ANG_HI.avi;A
2447;1031_IEO_ANG_LO.avi;N
6136;1076_IEO_SAD_HI.avi;S
4446;1055_TAI_FEA_XX.avi;F
7254;1089_DFA_HAP_XX.avi;H
4265;1053_TIE_DIS_XX.avi;D
1299;1017_IEO_HAP_LO.avi;H
4641;1057_ITS_DIS_XX.avi;D
1941;1024_TSI_DIS_XX.avi;D
1979;1025_IWW_ANG_XX.avi;A
4540;1056_IWL_FEA_XX.avi;S
2448;1031_IEO_ANG_MD.avi;N
5122;1063_DFA_NEU_XX.avi;N
5171;1064_IOM_ANG_XX.avi;A
6574;1081_TAI_HAP_XX.avi;H
5632;1069_WSI_NEU_XX.avi;N
3018;1038_IEO_SAD_LO.avi;S
5436;1067_MTI_FEA_XX.avi;F
3562;1044_ITH_FEA_XX.avi;F
2672;1033_ITS_FEA_XX.avi;F
732;1010_IEO_ANG_MD.avi;A
5463;1067_TSI_HAP_XX.avi;H
5849;1072_IWL_HAP_XX.avi;H
7146;1088_IWW_DIS_XX.avi;F
6876;1085_IEO_ANG_HI.avi;A
1008;1013_TAI_FEA_XX.avi;F
6110;1075_DFA_FEA_XX.avi;A
3488;1043_ITS_NEU_XX.avi;N
2319;1029_MTI_ANG_XX.avi;A
3796;1047_MTI_FEA_XX.avi;F
519;1007_IWW_HAP_XX.avi;H
6073;1075_IOM_ANG_XX.avi;A
6931;1085_ITS_NEU_XX.avi;N
920;1012_IWW_FEA_XX.avi;F
3044;1038_IWW_SAD_XX.avi;A
3974;1049_DFA_NEU_XX.avi;N
